time,open,high,low,close,volume,normalize,rescale,n_rsi,n_cci,n_wt,n_adx,my_trSmooth,regime_filter,filter_adx,filter_volatility,rational_quadratic,currentWeight,gaussian
2023-06-14T07:45:00Z,25874.06,25897.72,25872.02,25897.72,322.64194,0.6504238095535052,287.64133333333336,0.42087036663191485,0.28091393848526675,0.5134001367789728,0.24458274815104045,319.99433968355663,0,1,0,25927.267596366557,355379.5977069686,25938.417027804673
2023-06-14T08:00:00Z,25897.71,25914.11,25887.32,25888.4,210.18649,0.649778030915613,287.5377777777778,0.42044395308645194,0.31154654042889685,0.5295675921107771,0.22423396528360187,314.78490571520183,0,0,0,25923.385863517655,355326.391612145,25933.98941649867
2023-06-14T08:15:00Z,25888.41,25918.26,25885.35,25918.25,117.25992,0.6518463240852567,287.86944444444447,0.43127948758680695,0.39765359826269375,0.6268447123387961,0.20866208447408233,316.2164151436815,0,0,1,25921.975860538103,355307.06499819405,25931.30301216843
2023-06-14T08:30:00Z,25918.26,25942.88,25912.44,25920.9,229.7412,0.6520299414018248,287.8988888888889,0.44168203728666866,0.46368873682427253,0.6659537429206254,0.20942052276804582,315.0347736293157,0,0,0,25920.281127385166,355283.83564770914,25928.039538434183
2023-06-14T08:45:00Z,25920.9,25933.97,25918.33,25928.3,125.35592,0.6525426840971467,287.9811111111111,0.45347563929764156,0.5203996954774536,0.6899468555388789,0.21010311723261293,299.17129626638354,0,0,0,25919.4691011792,355272.7053754839,25925.541361465086
2023-06-14T09:00:00Z,25928.3,25930.13,25914.96,25914.97,105.97904,0.651619054350033,287.833,0.4583324745308828,0.5374819307685104,0.6180939176222927,0.2075428535671005,284.42416663974706,0,0,0,25918.00845078908,355252.68454814056,25922.73614337547
2023-06-14T09:15:00Z,25914.97,25932.57,25911.23,25932.56,129.41117,0.6528378575947241,288.02844444444446,0.46935775001783114,0.5744867798538116,0.6322592619964311,0.2015546370865261,277.3217499757725,0,0,0,25918.06620644468,355253.4761927509,25921.227861695083
2023-06-14T09:30:00Z,25932.56,25977,25932.56,25975.6,186.93488,0.6558200799740025,288.50666666666666,0.4917571233521818,0.6462472422848136,0.7253957488711412,0.2210193726869148,294.0295749781939,1,0,1,25921.278771337835,355297.5101433048,25922.16064356291
2023-06-14T09:45:00Z,25975.6,25989.98,25960.77,25980.53,270.72036,0.6561616774723725,288.5614444444444,0.5125794298242922,0.6953392769133826,0.7346087838944741,0.24375866817154962,293.83661748037366,1,0,0,25925.289765708956,355352.4879985962,25924.056152710546
2023-06-14T10:00:00Z,25980.53,25988.67,25978.85,25985.82,234.69817,0.6565282192099744,288.6202222222222,0.532170782436541,0.7242780834733262,0.6839912704999441,0.2642240341077209,274.272955732336,1,1,0,25929.619745388507,355411.8381183448,25926.387631592148
2023-06-14T10:15:00Z,25985.82,25985.83,25953.55,25969.78,194.93858,0.6554168147730871,288.442,0.5411434326515894,0.7223058205041044,0.5792247952599964,0.257695598332299,279.1256601591049,0,1,1,25932.72070787669,355454.34235823277,25928.07996405319
2023-06-14T10:30:00Z,25969.79,25974.77,25939.04,25961.32,224.09158,0.6548306251511379,288.348,0.5449081008097895,0.7055726844812235,0.49907934932276976,0.23996220217900358,286.94309414319395,0,0,1,25934.959707083555,355485.03184891836,25929.35093365776
2023-06-14T10:45:00Z,25961.31,25965.97,25952.21,25956.99,130.36033,0.6545306013848212,288.2998888888889,0.5460697251708659,0.6817809813157293,0.44768881934268406,0.22400214564103774,272.0087847288766,0,0,0,25936.637208437976,355508.0250067693,25930.425372154194
2023-06-14T11:00:00Z,25957,25957.11,25950,25957.1,150.47574,0.6545382232356973,288.3011111111111,0.5471330798728026,0.6564453815778504,0.43340763583557196,0.2076656108604018,251.91790625598952,0,0,0,25938.024291289086,355527.03745934577,25931.45889066493
2023-06-14T11:15:00Z,25957.11,25982.81,25957.1,25980.81,209.14911,0.6561810785473308,288.56455555555556,0.5574092260071555,0.6680722635329994,0.5129953947602601,0.2108931327530457,252.43611563039335,0,0,1,25941.096934566256,355569.1535337712,25933.992335171057
2023-06-14T11:30:00Z,25980.82,26028.58,25954.4,25961.37,453.28205,0.654834089628809,288.34855555555555,0.5559668525979383,0.6310192613421656,0.47893987636842356,0.23463563584491967,301.37250406735427,0,0,1,25942.59003371004,355589.61912934866,25935.532640157027
2023-06-14T11:45:00Z,25961.37,25977.68,25961.36,25975.71,157.11474,0.6558277018248789,288.5078888888889,0.560270694861945,0.6282181542100662,0.5087998733557185,0.25600388862760626,287.5552536606186,0,1,0,25944.910611408617,355621.426799243,25937.800898934416
2023-06-14T12:00:00Z,25975.71,25979.12,25963.1,25965.18,165.14427,0.6550980828273464,288.39088888888887,0.5585699867520699,0.5936421879368565,0.46228246397515055,0.27581659972683886,274.81972829455714,0,1,0,25946.524323619986,355643.54561274155,25939.7650695695
2023-06-14T12:15:00Z,25965.18,26028.18,25965.18,26010,290.50404,0.6582036406117159,288.8888888888889,0.5717831346197847,0.6707034875962726,0.6044329834914597,0.3092125583220594,310.3377554651014,0,1,1,25952.05928768285,355719.41219971114,25945.064758048
2023-06-14T12:30:00Z,26010,26027.91,25967.39,26007.28,533.52514,0.6580151730264083,288.85866666666664,0.581917039405644,0.7123812612293023,0.6200184169345082,0.3392689210577579,339.8239799185917,0,1,1,25957.639338338402,355795.8967791133,25950.612498333467
2023-06-14T12:45:00Z,26007.28,26085.33,25991.32,26022.15,564.90858,0.6590455086857921,289.0238888888889,0.5948874687160098,0.7467004076804757,0.6262431391040071,0.37770579393197773,399.8515819267346,1,1,1,25963.64918192531,355878.27243972843,25956.28270264279
2023-06-14T13:00:00Z,26022.15,26029.98,25994.47,25996.65,313.61964,0.6572786250735336,288.74055555555555,0.5931514136791912,0.7319668969976526,0.5045600239467792,0.4122989795187756,395.37642373405953,0,1,0,25967.452614296464,355930.40528639045,25960.31367646559
2023-06-14T13:15:00Z,25996.64,25996.65,25972.18,25988.94,224.30353,0.6567444026166507,288.6548888888889,0.5880892677179308,0.7030747015964589,0.4142184901017346,0.4222868703522107,380.30878136065473,0,1,0,25970.237906053775,355968.5826940379,25963.544089117622
2023-06-14T13:30:00Z,25988.94,25997.46,25927.22,25980.99,569.88145,0.6561935506669467,288.56655555555557,0.5800030074017815,0.6585268748356274,0.33775968495789116,0.3986649177391778,412.5179032245872,0,1,1,25972.237607720774,355995.99218373094,25966.24774643814
2023-06-14T13:45:00Z,25980.99,26004.5,25961.39,25990,286.53321,0.6568178495432779,288.6666666666667,0.576650603018022,0.6351112584765911,0.37001749354148883,0.38034861736676945,414.3761129021291,0,1,1,25974.461006104048,356026.4678372125,25969.028665163594
2023-06-14T14:00:00Z,25990,26017.18,25970,26011.97,249.35064,0.6583401410319571,288.9107777777778,0.5818046020547784,0.6501646578888086,0.5010129165444233,0.3691583810792519,420.1185016119165,0,1,1,25978.47310724343,356081.4608627434,25973.29411365798
2023-06-14T14:15:00Z,26011.96,26026.07,25974.29,25987.41,348.07601,0.6566383895999153,288.6378888888889,0.5745407189751404,0.6077117735154458,0.4421065199596112,0.3627411084959891,429.88665145072366,0,1,1,25980.50092216716,356109.25569492695,25976.056662383526
2023-06-14T14:30:00Z,25987.4,26030,25974.91,26006.01,151.21239,0.6579271752935625,288.84455555555553,0.5749537307523938,0.6063088513806006,0.49139055940953863,0.3586298607163256,441.9879863056514,0,1,1,25983.425636985387,356149.3441451134,25979.303448281054
2023-06-14T14:45:00Z,26006,26019.02,25994.3,26001.27,209.98975,0.6575987428103428,288.7918888888889,0.5730624026735821,0.5949908136434339,0.4777334258333492,0.3549297377146284,422.50918767508745,0,1,0,25985.936033402344,356183.7536202125,25982.241737022756
2023-06-14T15:00:00Z,26001.26,26020,25994.46,26002.98,169.08814,0.6577172279466942,288.8108888888889,0.572086853106849,0.5919346763411802,0.4947536813363486,0.3520960630989112,405.7982689075796,0,1,0,25988.076185244972,356213.08823088976,25984.700387331934
2023-06-14T15:15:00Z,26002.97,26011.43,25969.1,25978.88,203.24772,0.6560473497092265,288.5431111111111,0.5597851879232338,0.5243194774233013,0.33187418242656397,0.32648466051879915,407.5484420168234,0,1,1,25988.287581489072,356215.98579469614,25985.686631441666
2023-06-14T15:30:00Z,25978.89,25990.39,25970.69,25973.88,183.66958,0.655700901942117,288.48755555555556,0.5468894155237879,0.46407597093891056,0.24861616596062117,0.30343439819669826,386.4935978151418,0,1,0,25987.93337114958,356211.1307081551,25986.173604323554
